buyer_id,buyer_time,buyer_level,buyer_addr,buyer_device,comment
my2470,2013-06-07 10:32 购买,钻石会员,北京,,"高尔基先生说过：“书籍是人类进步的阶梯。”书还能带给你许多重要的好处。
多读书，可以让你觉得有许多的写作灵感。可以让你在写作文的方法上用的更好。在写作的时候，我们往往可以运用一些书中的好词好句和生活哲理。让别人觉得你更富有文采，美感。
多读书，可以让你全身都有礼节。俗话说：“第一印象最重要。”从你留给别人的第一印象中，就可以让别人看出你是什么样的人。所以多读书可以让人感觉你知书答礼，颇有风度。
多读书，可以让你多增加一些课外知识。培根先生说过：“知识就是力量。”不错，多读书，增长了课外知识，可以让你感到浑身充满了一股力量。这种力量可以激励着你不断地前进，不断地成长。从书中，你往往可以发现自己身上的不足之处，使你不断地改正错误，摆正自己前进的方向。所以，书也是我们的良师益友。
多读书，可以让你变聪明，变得有智慧去战胜对手。书让你变得更聪明，你就可以勇敢地面对困难。让你用自己的方法来解决这个问题。这样，你又向你自己的人生道路上迈出了一步。
多读书，也能使你的心情便得快乐。读书也是一种休闲，一种娱乐的方式。读书可以调节身体的血管流动，使你身心健康。所以在书的海洋里遨游也是一种无限快乐的事情。用读书来为自己放松心情也是一种十分明智的。
读书能陶冶人的情操，给人知识和智慧。所以，我们应该多读书，为我们以后的人生道路打下好的、扎实的基础！
读书的好处
古人云：“书中自有黄金屋，书中自有颜如玉。”可见，古人对读书的情有独钟。其实，对于任何人而言，读书最大的好处在于：它让求知的人从中获知，让无知的人变得有知。读史蒂芬?霍金的《时间简史》和《果壳中的宇宙》，畅游在粒子、生命和星体的处境中，感受智慧的光泽，犹如攀登高山一样，瞬间眼前呈现出仿佛九叠画屏般的开阔视野。于是，便像李白在诗中所写到的“庐山秀出南斗旁，屏风九叠云锦张，影落明湖青黛光”。
对于坎坷曲折的人生道路而言，读书便是最佳的润滑剂。面对苦难，我们苦闷、彷徨、悲伤、绝望，甚至我们低下了曾经高贵骄傲的头。然而我们可否想到过书籍可以给予我们希望和勇气，将慰藉缓缓注入我们干枯的心田，使黑暗的天空再现光芒？读罗曼?罗兰创作、傅雷先生翻译的《名人传》，让我们从伟人的生涯中汲取生存的力量和战斗的勇气，更让我们明白：唯有真实的苦难，才能驱除罗曼谛克式幻想的苦难；唯有克服苦难的悲剧，才能帮助我们担当起命运的磨难。读海伦?凯勒一个个真实而感人肺腑的故事，感受遭受不济命运的人所具备的自强不息和从容豁达，从而让我们在并非一帆风顺的人生道路上越走越勇，做命运真正的主宰者。在书籍的带领下，我们不断磨炼自己的意志，而我们的心灵也将渐渐充实成熟。
读书能够荡涤浮躁的尘埃污秽，过滤出一股沁人心脾的灵新之气，甚至还可以营造出一种超凡脱俗的娴静氛围。读陶渊明的《饮酒》诗，体会“结庐在人境，而无车马喧”那种置身闹市却人静如深潭的境界，感悟作者高深、清高背后所具有的定力和毅力；读世界经典名著《巴黎圣母院》，让我们看到如此丑陋的卡西莫多却能够拥有善良美丽的心灵、淳朴真诚的品质、平静从容的气质和不卑不亢的风度，他的内心在时间的见证下折射出耀人的光彩，使我们在寻觅美的真谛的同时去追求心灵的高尚与纯洁。读王蒙的《宽容的哲学》、林语堂的《生活的艺术》以及古人流传于世的名言警句，这些都能使我们拥有诚实舍弃虚伪，拥有充实舍弃空虚，拥有踏实舍弃浮躁，平静而坦然地度过每一个晨曦每一个黄昏。"
tuozhihui,2013-05-31 20:27 购买,钻石会员,广东,,书很给力，正版 纸质非常好
倾城佳人蓉,2013-04-07 17:40 购买,银牌会员,广东,,闲时捧一本书、沏一碗茶，静静躺在午后的阳光上。品读那字里行间的痴，走进那自古无来的梦。
媛儿妈,2013-03-15 14:34 购买,钻石会员,贵州,,"没办法，只有这样了。 甄士隐梦幻识通灵 贾雨村风尘怀闺秀此开卷第一回也。作者自云：因曾历过一番梦幻之后，故将真事隐去，而借“通灵”之说，撰此《石头记》一书也。故曰“甄士隐”云云。但书中所记何事何人？自又云：“今风尘碌碌，一事无成，忽念及当日所有之女子，一一细考较去，觉其行止见识，皆出于我之上。何我堂堂须眉，诚不若彼裙钗哉？实愧则有余，悔又无益之大无可如何之日也！当此，则自欲将已往所赖天恩祖德，锦衣纨袴之时，饫甘餍肥之日，背父兄教育之恩，负师友规谈之德，以致今日一技无成、半生潦倒之罪，编述一集，以告天下人：我之罪固不免，然闺阁中本自历历有人，万不可因我之不肖，自护己短，一并使其泯灭也。虽今日之茅椽蓬牖，瓦灶绳床，其晨夕风露，阶柳庭花，亦未有妨我之襟怀笔墨者。虽我未学，下笔无文，又何妨用假语村言，敷演出一段故事来，亦可使闺阁昭传，复可悦世之目，破人愁闷，不亦宜乎？”故曰“贾雨村”云云。
此回中凡用“梦”用“幻”等字，是提醒阅者眼目，亦是此书立意本旨。列位看官：你道此书从何而来？说起根由虽近荒唐，细按则深有趣味。待在下将此来历注明，方使阅者了然不惑。
原来女娲氏炼石补天之时，于大荒山无稽崖炼成高经十二丈、方经二十四丈顽石三万六千五百零一块。娲皇氏只用了三万六千五百块，只单单剩了一块未用，便弃在此山青埂峰下。谁知此石自经锻炼之后，灵性已通，因见众石俱得补天，独自己无材不堪入选，遂自怨自叹，日夜悲号惭愧。
一日，正当嗟悼之际，俄见一僧一道远远而来，生得骨格不凡，丰神迥异，说说笑笑来至峰下，坐于石边高谈快论。先是说些云山雾海神仙玄幻之事，后便说到红尘中荣华富贵。此石听了，不觉打动凡心，也想要到人间去享一享这荣华富贵；但自恨粗蠢，不得已，便口吐人言，向那僧道说道：“大师，弟子蠢物，不能见礼了。适闻二位谈那人世间荣耀繁华，心切慕之。弟子质虽粗蠢，性却稍通；况见二师仙形道体，定非凡品，必有补天济世之材，利物济人之德。如蒙发一点慈心，携带弟子得入红尘，在那富贵场中、温柔乡里受享几年，自当永佩洪恩，万劫不忘也。”二仙师听毕，齐憨笑道：“善哉，善哉！那红尘中有却有些乐事，但不能永远依恃；况又有‘美中不足，好事多磨’八个字紧相连属，瞬息间则又乐极悲生，人非物换，究竟是到头一梦，万境归空，倒不如不去的好。”这石凡心已炽，那里听得进这话去，乃复苦求再四。二仙知不可强制，乃叹道：“此亦静极思动，无中生有之数也。既如此，我们便携你去受享受享，只是到不得意时，切莫后悔。”石道：“自然，自然。”那僧又道：“若说你性灵，却又如此质蠢，并更无奇贵之处。如此也只好垫"
jd_5788392,2013-05-25 12:19 购买,钻石会员,福建,,版本真的很不错！！初中的时候有看过这一版的，时隔这么多年竟然还有！很喜欢
whlixnde,2013-06-03 23:47 购买,金牌会员,辽宁,,没看呢啊没空看啊不评闹心啊、继续吐槽快递、得小心点啊、我的书皮都烂了
jd_canvas,2013-06-02 12:06 购买,银牌会员,山东,,刚开始看，挺满意的！
胖胖尾,2013-03-08 10:28 购买,金牌会员,北京,,好好的欣赏，阅读名著
Hibou1853,2013-06-03 08:31 购买,银牌会员,河北,,得等到暑假才看了，现在没事就拿起来闻闻那油墨味
en_xiao_xiang,2013-06-03 20:37 购买,金牌会员,上海,,便于携带。比电子书好多了。耶
jd_1979wa584,2013-06-03 14:43 购买,银牌会员,辽宁,,纸张质地很好，字也够大。留着给儿子看。
sicmomo,2013-02-25 12:30 购买,银牌会员,广东,,"第一回 甄士隐梦幻识通灵 贾雨村风尘怀闺秀
第二回 贾夫人仙逝扬州城 冷子兴演说荣国府
第三回 托内兄如海酬训教 接外孙贾母惜孤女
第四回 薄命女偏逢薄命郎 葫芦僧乱判葫芦案
第五回 游幻境指迷十二钗 饮仙醪曲演红楼梦
第六回 贾宝玉初试云雨情 刘姥姥一进荣国府
第七回 送宫花贾琏戏熙凤 宴宁府宝玉会秦钟
第八回 比通灵金莺微露意 探宝钗黛玉半含酸
第九回 恋风流情友入家塾 起嫌疑顽童闹学堂
第十回 金寡妇贪利权受辱 张太医论病细穷源
第十一回 庆寿辰宁府排家宴 见熙凤贾瑞起淫心
第十二回 王熙凤毒设相思局 贾天祥正照风月鉴
第十三回 秦可卿死封龙禁尉 王熙凤协理宁国府
第十四回 林如海捐馆扬州城 贾宝玉路谒北静王
第十五回 王凤姐弄权铁槛寺 秦鲸卿得趣馒头庵
第十六回 贾元春才选凤藻宫 秦鲸卿夭逝黄泉路
第十七回 大观园试才题封额 荣国府归省庆元宵
第十八回 皇恩重元妃省父母 天伦乐宝玉呈才藻
第十九回 情切切良宵花解语 意绵绵静日玉生香
第二十回 王熙凤正言弹妒意 林黛玉俏语谑娇音
第二十一回 贤袭人娇嗔箴宝玉 俏平儿软语救贾琏
第二十二回 听曲文宝玉悟禅机 制灯谜贾政悲谶语
第二十三回 西厢记妙词通戏语 牡丹亭艳曲警芳心
第二十四回 醉金刚轻财尚义侠 痴女儿遗帕惹相思
第二十五回 魇魔法叔嫂逢五鬼 红楼梦通灵遇双真
第二十六回 蜂腰桥设言传密意 潇湘馆春困发幽情
第二十七回 滴翠亭杨妃戏彩蝶 埋香冢飞燕泣残红
第二十八回 蒋玉菡情赠茜香罗 薛宝钗羞笼红麝串
第二十九回 享福人福深还祷福 痴情女情重愈斟情
第三十回 宝钗借扇机带双敲 龄官划蔷痴及局外
第三十一回 撕扇子作千金一笑 因麒麟伏白首双星
第三十二回 诉肺腑心迷活宝玉 含耻辱情烈死金钏
第三十三回 手足耽耽小动唇舌 不肖种种大承笞挞
第三十四回 情中情因情感妹妹 错里错以错劝哥哥
第三十五回 白玉钏亲尝莲叶羹 黄金莺巧结梅花络
第三十六回 绣鸳鸯梦兆绛芸轩 识分定情悟梨香院
第三十七回 秋爽斋偶结海棠社 蘅芜苑夜拟菊花题
第三十八回 林潇湘魁夺菊花诗 薛蘅芜讽和螃蟹咏
第三十九回 村姥姥是信口开河 情哥哥偏寻根究底
第四十回 史太君两宴大观园 金鸳鸯三宣牙牌令
第四十一回 贾宝玉品茶栊翠庵 刘姥姥醉卧怡红院
第四十二回 蘅芜君兰言解疑癖 潇湘子雅谑补馀香
第四十三回 闲取乐偶攒金庆寿 不了情暂撮土为香
第四十四回 变生不测凤姐泼醋 喜出望外平儿理妆
第四十五回 金兰契互剖金兰语 风雨夕闷制风雨词
第四十六回 尴尬人难免尴尬事 鸳鸯女誓绝鸳鸯偶
第四十七回 呆霸王调情遭苦打 冷郎君惧祸走他乡
第四十八回 滥情人情误思游艺 慕雅女雅集苦吟诗
第四十九回 琉璃世界白雪红梅 脂粉香娃割腥啖膻
第五十回 芦雪庵争联即景诗 暖香坞雅制春灯谜
第五十一回 薛小妹新编怀古诗 胡庸医乱用虎狼药
第五十二回 俏平儿情掩虾须镯 勇晴雯病补雀金裘
第五十三回 宁国府除夕祭宗祠 荣国府元宵开夜宴
第五十四回 史太君破陈腐旧套 王熙凤效戏彩班衣
第五十五回 辱亲女愚妾争闲气 欺幼主刁奴蓄险心
第五十六回 敏探春兴利除宿弊 识宝钗小惠全大体
第五十七回 慧紫鹃情辞试忙玉 慈姨妈爱语慰痴颦
第五十八回 杏子阴假凤泣虚凰 茜纱窗真情揆痴理
第五十九回 柳叶渚边嗔莺咤燕 绛芸轩里召将飞符
第六十回 茉莉粉替去蔷薇硝 玫瑰露引来茯苓霜
第六十一回 投鼠忌器宝玉瞒赃 判冤决狱平儿行权
第六十二回 憨湘云醉眠芍药茵 呆香菱情解石榴裙
第六十三回 寿怡红群芳开夜宴 死金丹独艳理亲丧
第六十四回 幽淑女悲题五美吟 浪荡子情遗九龙佩
第六十五回 贾二舍偷娶尤二姨 尤三姐思嫁柳二郎
第六十六回 情小妹耻情归地府 冷二郎一冷入空门
第六十七回 见土仪颦卿思故里 闻秘事凤姐讯家童
第六十八回 苦尤娘赚入大观园 酸凤姐大闹宁国府
第六十九回 弄小巧用借剑杀人 觉大限吞生金自逝
第七十回 林黛玉重建桃花社 史湘云偶填柳絮词
第七十一回 嫌隙人有心生嫌隙 鸳鸯女无意遇鸳鸯
第七十二回 王熙凤恃强羞说病 来旺妇倚势霸成亲
第七十三回 痴丫头误拾绣春囊 懦小姐不问累金凤
第七十四回 惑奸谗抄检大观园 矢孤介社绝宁国府
第七十五回 开夜宴异兆发悲音 赏中秋新词得佳谶
第七十六回 凸碧堂品笛感凄清 凹晶馆联诗悲寂寞
第七十七回 俏丫鬟抱屈夭风流 美优伶斩情归水月
第七十八回 老学士闲征危画词 痴公子杜撰芙蓉诔
第七十九回 薛文龙悔娶河东狮 贾迎春误嫁中山狼
。。。。。。"
