buyer_time,buyer_level,buyer_addr,buyer_device
2013-02-18 09:17 购买,金牌会员,天津,
2013-04-09 15:31 购买,银牌会员,天津,
2013-03-31 20:25 购买,钻石会员,辽宁,
2013-03-16 18:38 购买,金牌会员,江苏,
2013-04-09 21:19 购买,钻石会员,河北,
2013-03-09 11:46 购买,金牌会员,广东,
2012-11-14 10:54 购买,金牌会员,江苏,
2013-03-07 09:16 购买,银牌会员,浙江,
2012-11-11 23:50 购买,金牌会员,福建,
2013-04-09 20:21 购买,金牌会员,浙江,
2013-04-03 14:16 购买,金牌会员,上海,
2013-02-23 20:40 购买,金牌会员,江苏,
2012-11-12 23:50 购买,金牌会员,江苏,
2013-03-29 20:53 购买,铜牌会员,河北,
2013-02-04 09:55 购买,金牌会员,辽宁,
2013-01-30 13:43 购买,金牌会员,广东,
2012-11-18 20:51 购买,铜牌会员,黑龙江,
2013-04-02 08:54 购买,金牌会员,山东,
2013-04-06 20:17 购买,银牌会员,北京,
2013-04-01 10:08 购买,钻石会员,江苏,
2013-03-03 09:31 购买,银牌会员,湖北,
2013-04-04 11:36 购买,银牌会员,广东,
2013-03-30 20:57 购买,银牌会员,浙江,
2012-11-04 16:03 购买,银牌会员,云南,
2013-04-02 09:12 购买,钻石会员,陕西,
2013-01-22 09:17 购买,金牌会员,上海,
2013-04-03 13:29 购买,钻石会员,江苏,
2013-01-23 20:21 购买,钻石会员,河南,
2013-04-05 15:11 购买,钻石会员,北京,
2013-04-05 16:06 购买,金牌会员,河北,
2013-02-27 11:07 购买,钻石会员,湖北,
2013-03-24 22:24 购买,钻石会员,广东,
2013-03-09 23:16 购买,钻石会员,山东,
2013-04-04 20:59 购买,钻石会员,江苏,
2013-02-22 18:16 购买,铜牌会员,湖北,
2013-04-03 08:10 购买,钻石会员,江苏,
2013-03-31 08:53 购买,钻石会员,北京,
2013-03-03 21:34 购买,金牌会员,浙江,
2013-04-04 11:39 购买,金牌会员,上海,来自京东Android客户端
2013-03-23 09:00 购买,银牌会员,安徽,
2013-03-31 19:54 购买,金牌会员,四川,
2013-03-31 20:05 购买,金牌会员,广东,
2013-03-31 19:53 购买,钻石会员,北京,
2013-03-23 18:51 购买,银牌会员,四川,
2013-03-21 13:59 购买,钻石会员,江苏,
2013-04-02 14:36 购买,钻石会员,北京,
2013-01-18 15:43 购买,金牌会员,上海,
2013-03-27 20:53 购买,金牌会员,江苏,来自京东Android客户端
2013-03-31 20:21 购买,钻石会员,辽宁,
2013-03-29 23:22 购买,钻石会员,北京,
2013-03-26 22:05 购买,钻石会员,江苏,
2013-03-17 13:47 购买,钻石会员,江苏,
2013-03-12 10:57 购买,钻石会员,江苏,
2013-03-25 07:23 购买,钻石会员,北京,
2013-03-21 17:58 购买,钻石会员,北京,
2013-03-23 15:33 购买,钻石会员,北京,
2013-02-26 19:40 购买,银牌会员,山东,
2013-03-28 22:11 购买,钻石会员,黑龙江,
2013-03-30 10:46 购买,钻石会员,辽宁,
2012-12-23 13:50 购买,金牌会员,江苏,
2013-03-04 21:34 购买,银牌会员,江苏,
2012-10-17 23:24 购买,金牌会员,上海,
2013-03-30 20:17 购买,金牌会员,上海,
2013-03-18 11:24 购买,钻石会员,辽宁,
2013-03-13 21:04 购买,铜牌会员,山东,
2013-03-11 23:05 购买,金牌会员,广东,来自京东Android客户端
2013-03-15 19:40 购买,金牌会员,安徽,
2012-12-18 11:20 购买,钻石会员,北京,
2013-03-30 19:47 购买,金牌会员,辽宁,
2013-01-19 23:02 购买,金牌会员,广东,
2013-03-25 14:03 购买,钻石会员,北京,
2013-02-25 18:16 购买,银牌会员,北京,
2013-03-12 12:35 购买,金牌会员,湖北,
2013-03-14 17:18 购买,铜牌会员,河南,
2013-01-31 15:45 购买,金牌会员,江苏,
2013-03-20 10:10 购买,金牌会员,江苏,
2013-02-04 15:21 购买,钻石会员,山东,
2013-03-11 21:38 购买,金牌会员,北京,
2013-03-12 18:54 购买,银牌会员,吉林,
2013-01-26 14:38 购买,钻石会员,北京,
2013-03-04 13:20 购买,钻石会员,上海,
2013-03-12 21:46 购买,银牌会员,河南,
2013-03-17 11:33 购买,钻石会员,江苏,
2013-01-29 20:16 购买,金牌会员,北京,
2013-03-14 08:58 购买,银牌会员,甘肃,
2013-03-04 20:56 购买,钻石会员,北京,
2013-02-06 15:31 购买,钻石会员,江苏,
2013-03-18 14:37 购买,银牌会员,安徽,
2013-01-30 14:10 购买,金牌会员,北京,
2013-01-13 11:39 购买,金牌会员,湖北,
2013-03-12 23:04 购买,金牌会员,云南,
2013-03-21 09:22 购买,金牌会员,山东,
2013-02-22 23:32 购买,金牌会员,山东,
2013-01-31 19:20 购买,金牌会员,江苏,
2013-01-22 19:22 购买,钻石会员,北京,
2013-03-04 21:03 购买,金牌会员,上海,
2013-03-15 15:22 购买,金牌会员,陕西,
2013-03-10 19:40 购买,金牌会员,北京,
2013-03-09 22:15 购买,铜牌会员,湖北,
2013-03-13 10:19 购买,银牌会员,河北,
2013-01-25 12:48 购买,金牌会员,江苏,
2013-03-18 18:04 购买,钻石会员,广东,
2013-03-09 19:06 购买,铜牌会员,浙江,
2013-03-08 12:30 购买,钻石会员,北京,
2013-03-14 10:59 购买,钻石会员,上海,
2013-03-13 12:09 购买,金牌会员,上海,
2013-02-02 13:52 购买,钻石会员,北京,
2013-01-02 13:30 购买,金牌会员,四川,
2013-03-12 22:53 购买,钻石会员,重庆,
2013-03-06 14:41 购买,金牌会员,湖南,
2013-03-11 22:52 购买,金牌会员,浙江,
2013-03-15 17:28 购买,钻石会员,江苏,
2013-03-11 21:39 购买,钻石会员,四川,
2013-03-14 10:27 购买,金牌会员,山东,
2013-02-26 19:41 购买,钻石会员,北京,
2013-02-22 09:35 购买,钻石会员,北京,
2013-02-25 10:34 购买,钻石会员,广东,
2013-01-30 09:29 购买,钻石会员,江苏,
2013-03-09 10:43 购买,钻石会员,广西,
2013-03-13 13:00 购买,钻石会员,广东,
2013-02-14 20:08 购买,钻石会员,江苏,
2013-02-02 21:27 购买,钻石会员,湖北,
2013-03-11 21:20 购买,钻石会员,广东,
2012-12-07 22:27 购买,钻石会员,广东,
2013-03-07 21:26 购买,金牌会员,北京,
2013-03-14 00:13 购买,钻石会员,上海,
2012-11-09 14:36 购买,钻石会员,黑龙江,
2013-03-12 12:58 购买,钻石会员,辽宁,
2012-10-29 18:05 购买,金牌会员,吉林,
2012-11-01 07:29 购买,金牌会员,江苏,
2013-03-11 22:21 购买,钻石会员,北京,
2012-12-27 23:50 购买,银牌会员,福建,
2013-03-01 12:37 购买,钻石会员,北京,
2013-03-02 17:50 购买,钻石会员,江苏,
2012-10-30 21:08 购买,银牌会员,福建,
2013-01-21 22:21 购买,钻石会员,黑龙江,
2013-03-12 12:34 购买,金牌会员,上海,
2013-02-18 15:45 购买,钻石会员,天津,
2013-03-11 21:22 购买,铜牌会员,广东,
2013-03-12 01:25 购买,金牌会员,河南,
2013-03-10 18:30 购买,钻石会员,北京,
2013-03-11 15:25 购买,银牌会员,福建,
2013-03-02 19:28 购买,金牌会员,北京,
2013-02-22 21:31 购买,钻石会员,广东,
2013-03-11 08:23 购买,银牌会员,山东,
2013-01-28 22:36 购买,金牌会员,江苏,
2012-11-09 14:37 购买,金牌会员,北京,
2013-02-20 18:51 购买,钻石会员,山东,
2013-03-13 17:07 购买,金牌会员,江苏,
2013-03-08 22:11 购买,金牌会员,北京,
2013-02-22 22:41 购买,钻石会员,北京,
2013-01-24 14:44 购买,金牌会员,北京,
2013-03-12 22:09 购买,钻石会员,北京,
2013-03-11 06:45 购买,铜牌会员,吉林,
2013-03-11 12:27 购买,钻石会员,北京,
2013-03-02 14:44 购买,金牌会员,北京,
2013-03-05 15:11 购买,银牌会员,天津,
2013-03-11 14:00 购买,钻石会员,北京,
2012-12-14 16:28 购买,钻石会员,广东,
2012-11-24 12:52 购买,金牌会员,四川,
2013-02-19 22:09 购买,钻石会员,广东,
2013-03-11 18:59 购买,银牌会员,四川,
2012-12-29 20:00 购买,银牌会员,辽宁,
2013-03-01 09:17 购买,银牌会员,广东,
2013-02-17 13:33 购买,钻石会员,上海,
2013-02-01 15:56 购买,钻石会员,江苏,
2013-02-03 01:16 购买,钻石会员,广东,
2013-03-05 23:23 购买,钻石会员,陕西,
2012-12-28 20:53 购买,金牌会员,西藏,
2012-11-01 01:59 购买,铜牌会员,北京,
2013-03-04 19:03 购买,铜牌会员,河南,
2012-12-07 18:54 购买,金牌会员,天津,
2012-09-14 16:09 购买,铜牌会员,北京,
2013-03-07 08:32 购买,金牌会员,河南,
2013-03-09 18:03 购买,金牌会员,上海,
2013-01-21 11:17 购买,金牌会员,山东,
2012-12-30 09:36 购买,铜牌会员,江苏,
2013-02-01 15:06 购买,钻石会员,上海,
2013-03-08 20:12 购买,钻石会员,北京,
2013-02-25 14:23 购买,钻石会员,河北,
2013-02-24 18:37 购买,银牌会员,新疆,
2013-03-04 17:39 购买,银牌会员,黑龙江,
2013-02-02 20:21 购买,银牌会员,河北,
2013-03-08 14:18 购买,钻石会员,浙江,
2012-12-13 19:29 购买,钻石会员,北京,
2013-02-18 10:53 购买,银牌会员,陕西,来自京东Android客户端
2013-02-02 14:07 购买,金牌会员,北京,
2013-02-24 15:10 购买,金牌会员,江苏,
2013-02-21 15:15 购买,钻石会员,北京,
2013-02-23 18:22 购买,铜牌会员,山东,
2013-03-05 11:07 购买,钻石会员,山东,
2013-02-23 20:19 购买,钻石会员,上海,
2013-02-28 15:22 购买,钻石会员,北京,
2013-02-01 19:37 购买,钻石会员,青海,
2013-03-02 20:14 购买,银牌会员,北京,
2013-02-02 13:21 购买,钻石会员,天津,
2013-03-02 20:49 购买,金牌会员,北京,
2013-02-07 18:52 购买,金牌会员,黑龙江,
2013-02-22 11:09 购买,金牌会员,浙江,
2013-03-01 14:59 购买,钻石会员,北京,
2013-01-31 10:50 购买,钻石会员,浙江,
2013-02-20 12:24 购买,钻石会员,上海,
2013-02-22 15:37 购买,金牌会员,北京,
2013-02-01 15:13 购买,钻石会员,北京,
2013-02-12 23:14 购买,金牌会员,北京,
2013-02-19 11:26 购买,金牌会员,四川,
2013-02-28 22:25 购买,钻石会员,天津,
2013-02-28 17:03 购买,钻石会员,上海,
2012-11-01 01:19 购买,银牌会员,广西,
2013-02-27 23:08 购买,钻石会员,北京,
2013-02-17 14:23 购买,银牌会员,北京,
2012-12-24 11:53 购买,金牌会员,广东,
2013-02-17 11:28 购买,铜牌会员,江苏,
2013-01-17 19:43 购买,银牌会员,上海,
2012-12-06 20:37 购买,铜牌会员,山东,
2013-01-31 13:42 购买,金牌会员,北京,
2013-02-20 23:25 购买,金牌会员,上海,
2013-01-31 00:18 购买,铜牌会员,北京,
2013-02-01 03:52 购买,钻石会员,北京,
2013-01-24 21:14 购买,铜牌会员,江苏,
2013-02-14 14:19 购买,钻石会员,北京,
2013-01-20 11:43 购买,钻石会员,北京,
2012-10-21 13:38 购买,钻石会员,广西,
2012-10-20 18:59 购买,钻石会员,天津,
2013-02-02 08:13 购买,银牌会员,天津,
2013-02-20 14:13 购买,钻石会员,上海,
2013-01-25 20:32 购买,钻石会员,北京,
2013-02-20 12:57 购买,金牌会员,四川,
2013-02-23 22:39 购买,金牌会员,江苏,来自京东Android客户端
2013-01-26 08:58 购买,企业会员,江苏,
2013-01-26 12:35 购买,铜牌会员,江苏,
2013-02-22 16:52 购买,金牌会员,北京,
2013-02-18 15:53 购买,铜牌会员,山西,
2013-01-28 22:14 购买,钻石会员,北京,
2013-02-20 20:56 购买,银牌会员,江苏,
2013-02-22 14:11 购买,金牌会员,北京,
2012-09-29 12:05 购买,钻石会员,山东,
2012-10-18 14:56 购买,钻石会员,广东,
2013-02-02 09:00 购买,金牌会员,江苏,
2013-02-19 12:13 购买,钻石会员,江苏,
2012-11-11 13:59 购买,金牌会员,北京,
2013-02-18 17:27 购买,钻石会员,浙江,
2013-02-20 11:01 购买,银牌会员,上海,
2013-02-20 21:02 购买,铜牌会员,上海,
2013-01-27 17:55 购买,钻石会员,浙江,
2013-02-20 11:20 购买,铜牌会员,上海,
2013-01-21 21:20 购买,企业会员,广东,
2013-02-16 16:34 购买,钻石会员,辽宁,
2012-12-28 21:37 购买,金牌会员,天津,
2012-12-12 16:48 购买,钻石会员,安徽,
2013-01-27 14:28 购买,金牌会员,北京,
2013-02-01 04:23 购买,钻石会员,山西,
2012-11-09 14:06 购买,银牌会员,山东,
2013-02-15 17:09 购买,钻石会员,江苏,
2013-01-23 21:18 购买,金牌会员,上海,
2013-02-11 21:29 购买,铜牌会员,江苏,
2013-02-08 09:23 购买,金牌会员,北京,
2013-02-07 02:02 购买,铜牌会员,江西,
2013-01-26 14:23 购买,金牌会员,重庆,
2013-02-15 18:21 购买,钻石会员,北京,
2013-02-06 14:05 购买,金牌会员,江苏,
2013-01-24 19:28 购买,铜牌会员,安徽,
2013-02-02 18:48 购买,铜牌会员,江苏,
2013-02-01 14:07 购买,铜牌会员,江苏,
2013-01-28 08:30 购买,金牌会员,浙江,
2013-02-02 15:12 购买,金牌会员,广东,
2013-01-31 12:57 购买,钻石会员,江西,
2013-02-14 00:56 购买,铜牌会员,江西,
2013-01-29 11:03 购买,金牌会员,北京,
2013-02-05 15:01 购买,金牌会员,江苏,
2013-02-04 11:44 购买,银牌会员,北京,
2013-02-05 12:47 购买,银牌会员,江苏,来自京东Android客户端
2013-01-27 23:57 购买,金牌会员,北京,
2012-08-27 09:30 购买,企业会员,上海,
2013-02-04 20:09 购买,钻石会员,北京,来自京东Android客户端
2012-09-17 15:33 购买,金牌会员,四川,
2013-02-11 16:01 购买,金牌会员,天津,
2013-01-27 16:52 购买,钻石会员,北京,
2013-01-28 10:49 购买,银牌会员,山东,
2013-01-29 19:43 购买,注册会员,山东,
2013-01-30 08:59 购买,银牌会员,北京,
2012-10-20 16:11 购买,钻石会员,上海,
2013-01-29 21:50 购买,银牌会员,北京,
2012-12-28 17:02 购买,钻石会员,上海,
2013-01-15 21:24 购买,铜牌会员,云南,
2013-02-06 17:09 购买,钻石会员,北京,
2013-02-06 15:15 购买,铜牌会员,山东,
2012-10-20 10:22 购买,钻石会员,上海,
2013-01-27 19:55 购买,金牌会员,北京,
2013-01-26 18:06 购买,银牌会员,山东,
2013-01-30 11:08 购买,钻石会员,广东,
2013-01-26 20:01 购买,金牌会员,广东,
2013-02-06 15:37 购买,钻石会员,北京,
2012-10-21 19:54 购买,金牌会员,河北,
2013-02-05 15:17 购买,钻石会员,江苏,
2013-02-05 20:30 购买,银牌会员,天津,
2013-01-31 20:21 购买,铜牌会员,山东,
2012-10-20 21:44 购买,钻石会员,北京,
2012-12-31 11:17 购买,金牌会员,云南,
2013-01-26 15:56 购买,银牌会员,江苏,
2012-12-31 13:04 购买,钻石会员,上海,
2012-10-20 01:08 购买,钻石会员,上海,
2012-11-03 17:04 购买,钻石会员,广东,
2013-01-30 21:37 购买,钻石会员,安徽,
2013-02-01 19:41 购买,钻石会员,北京,
2013-01-26 16:18 购买,钻石会员,北京,
2013-02-04 10:49 购买,钻石会员,江苏,
2013-01-25 16:03 购买,钻石会员,北京,
2013-01-24 10:04 购买,铜牌会员,天津,
2013-02-01 00:11 购买,钻石会员,陕西,
2012-10-18 10:46 购买,钻石会员,上海,
2013-02-03 21:33 购买,银牌会员,江苏,
2013-02-02 08:45 购买,金牌会员,北京,
2013-01-22 21:34 购买,钻石会员,北京,来自京东Android客户端
2013-01-29 12:22 购买,钻石会员,吉林,
2013-01-29 23:26 购买,钻石会员,黑龙江,
2013-01-30 14:54 购买,金牌会员,江苏,来自京东iPhone客户端
2013-01-31 22:13 购买,钻石会员,江苏,
2013-01-31 19:14 购买,银牌会员,北京,
2013-01-31 12:11 购买,钻石会员,广东,
2013-02-01 10:33 购买,钻石会员,北京,
2013-01-31 11:54 购买,钻石会员,新疆,
2013-01-30 15:08 购买,金牌会员,江苏,
2013-01-28 10:42 购买,银牌会员,天津,
2013-01-27 12:07 购买,钻石会员,北京,
2013-01-26 21:05 购买,金牌会员,江苏,
2012-12-12 10:27 购买,金牌会员,山东,
2013-01-06 00:50 购买,金牌会员,河南,
2013-01-30 21:26 购买,钻石会员,江苏,
2013-01-29 11:47 购买,钻石会员,江苏,
2013-01-29 10:27 购买,银牌会员,江苏,
2013-01-23 21:10 购买,钻石会员,北京,
2012-10-29 17:48 购买,金牌会员,浙江,
2013-01-26 14:46 购买,银牌会员,山东,
2013-01-23 09:56 购买,金牌会员,山东,
2013-01-29 14:09 购买,银牌会员,北京,
2013-01-28 22:56 购买,银牌会员,江苏,
2012-12-31 20:55 购买,铜牌会员,辽宁,
2012-08-10 11:46 购买,银牌会员,广东,
2012-12-28 20:50 购买,钻石会员,湖北,
2013-01-17 22:36 购买,金牌会员,广东,
2012-12-31 16:31 购买,银牌会员,四川,
2013-01-26 08:54 购买,企业会员,北京,
2013-01-23 10:42 购买,钻石会员,北京,
2013-01-25 10:48 购买,钻石会员,上海,
2013-01-25 14:28 购买,金牌会员,北京,
2013-01-25 15:00 购买,钻石会员,广东,
2013-01-26 10:36 购买,银牌会员,北京,
2012-11-29 18:44 购买,金牌会员,广东,
2013-01-18 21:26 购买,银牌会员,北京,
2013-01-23 22:43 购买,钻石会员,河南,
2013-01-24 10:38 购买,银牌会员,上海,
2012-10-21 13:03 购买,钻石会员,黑龙江,
2013-01-19 18:09 购买,金牌会员,上海,
2013-01-20 21:26 购买,银牌会员,广东,
2013-01-20 21:03 购买,银牌会员,江苏,
2013-01-22 18:12 购买,金牌会员,湖北,
2012-08-10 10:28 购买,金牌会员,江苏,
2012-11-01 02:29 购买,钻石会员,北京,
2012-12-20 00:28 购买,金牌会员,北京,
2013-01-20 21:58 购买,钻石会员,北京,
2012-12-31 16:25 购买,钻石会员,河南,
2013-01-18 19:27 购买,钻石会员,江苏,
2012-10-25 13:41 购买,金牌会员,北京,
2012-08-19 17:03 购买,钻石会员,北京,
2012-11-28 22:40 购买,金牌会员,四川,
2012-07-31 16:27 购买,钻石会员,湖北,
2013-01-17 21:29 购买,金牌会员,天津,
2013-01-05 02:08 购买,金牌会员,广东,
2012-10-19 14:50 购买,金牌会员,江西,
2012-10-30 11:24 购买,金牌会员,山东,
2013-01-09 19:08 购买,银牌会员,吉林,
2012-12-12 19:43 购买,银牌会员,内蒙古,
2012-12-11 21:15 购买,钻石会员,北京,
2012-12-28 21:59 购买,铜牌会员,北京,
2012-12-31 17:40 购买,金牌会员,四川,
2013-01-08 16:39 购买,钻石会员,山西,
2012-12-14 23:57 购买,金牌会员,上海,
2013-01-12 12:37 购买,金牌会员,山东,
2012-10-21 10:19 购买,钻石会员,河北,
2012-12-25 21:27 购买,钻石会员,山西,
2012-12-29 00:19 购买,银牌会员,新疆,
2012-12-27 20:31 购买,金牌会员,河北,
2012-11-01 02:43 购买,钻石会员,陕西,
2012-12-11 23:20 购买,金牌会员,浙江,
2013-01-10 10:50 购买,金牌会员,北京,
2012-11-04 21:53 购买,金牌会员,黑龙江,
2012-10-16 22:04 购买,银牌会员,广东,
2013-01-06 13:55 购买,金牌会员,广东,
2012-09-20 21:09 购买,金牌会员,上海,
2012-12-30 21:54 购买,金牌会员,北京,来自京东Android客户端
2012-12-28 21:50 购买,金牌会员,湖南,
2012-10-08 07:17 购买,金牌会员,广东,
2012-10-10 17:39 购买,银牌会员,黑龙江,
2012-12-30 23:36 购买,银牌会员,四川,
2012-12-31 18:19 购买,银牌会员,天津,
